depth,branching,size,growth_30m,burstiness,label,event,root_id
1,6,7,5,0.3676,0,ferguson,500385877684539393
2,17,19,5,0.3359,0,ferguson,499705246642622465
3,11,19,11,0.1742,0,ferguson,499584618165567488
3,13,19,9,0.157,0,ferguson,500383956362334208
6,7,19,1,0.5375,0,ferguson,500396027342376960
2,9,11,5,0.4832,0,ferguson,500275854434639872
6,18,47,29,0.4911,0,ferguson,500427783848615936
6,7,20,9,-0.1043,0,ferguson,498531639472189441
0,0,1,1,0.0,0,ferguson,499704570134941697
3,15,20,8,0.0604,0,ferguson,500352655827279874
1,2,3,1,-0.4617,0,ferguson,498302603034640384
19,27,84,19,0.6527,0,ferguson,500355828227252225
4,46,61,28,0.5646,0,ferguson,500396427378298880
3,11,17,2,0.1697,0,ferguson,499703254637219841
2,14,17,9,-0.0101,0,ferguson,499608179362521088
2,15,18,18,-0.0655,0,ferguson,499602370917978112
0,0,1,1,0.0,0,ferguson,498303921430204416
3,4,9,1,0.3877,0,ferguson,499674825753772033
3,8,12,6,0.4063,0,ferguson,499568802267672576
11,8,28,3,0.6502,0,ferguson,500296090671796224
9,18,63,3,0.3176,0,ferguson,499511714438971392
1,19,20,1,0.2242,0,ferguson,499589336816308227
11,41,99,32,0.5791,0,ferguson,499635302764662784
2,34,37,24,0.5917,0,ferguson,500339591392817152
8,9,20,10,0.4401,0,ferguson,500256984768475136
4,21,30,14,0.591,0,ferguson,499438977774931968
4,8,14,12,0.3959,0,ferguson,499691224169590784
4,11,18,5,0.3523,0,ferguson,499655869412286464
1,3,4,1,-0.354,0,ferguson,498584409055174656
3,4,7,6,0.3186,0,ferguson,499437429690888192
2,6,8,1,0.2412,0,ferguson,499488337338843137
5,32,40,12,0.276,0,ferguson,500429525558505473
0,0,1,1,0.0,0,ferguson,500257318219837440
1,2,3,1,-0.8677,0,ferguson,500212911856295940
3,4,7,6,0.3504,0,ferguson,498483784296448000
5,7,18,1,0.449,0,ferguson,498292602861400064
2,8,10,9,-0.024,0,ferguson,500406581855801345
6,23,36,1,0.5563,0,ferguson,498556324868009984
5,12,22,12,0.5644,0,ferguson,499702384424022016
0,0,1,1,0.0,0,ferguson,498318493293772800
3,14,19,4,0.1419,0,ferguson,500364705622671360
16,15,64,34,0.0967,0,ferguson,500376174095511552
0,0,1,1,0.0,0,ferguson,498532911143206913
16,66,236,58,0.7275,0,ferguson,499689349420568577
8,11,34,13,0.5673,0,ferguson,499388619425980416
1,7,8,2,0.1049,0,ferguson,499446112147628032
0,0,1,1,0.0,0,ferguson,498302254190166016
3,5,11,4,0.4757,0,ferguson,498401948585181184
2,5,8,1,0.0839,0,ferguson,499668221767999488
1,8,9,6,-0.0147,0,ferguson,499400566397607936
0,0,1,1,0.0,0,ferguson,500397058541379584
0,0,1,1,0.0,0,ferguson,498316826988642304
1,16,17,6,0.1065,0,ferguson,498477164380299264
9,19,45,4,0.2266,0,ferguson,498535462349582337
1,1,2,2,0.0,0,ferguson,500315536937324544
1,5,6,3,0.2469,0,ferguson,498602841335169024
1,3,4,2,0.1328,0,ferguson,498285529704976385
3,10,13,5,0.153,0,ferguson,498508707244683264
1,11,12,8,0.097,0,ferguson,500335761615355906
1,3,4,3,-0.5068,0,ferguson,499362269269336064
0,0,1,1,0.0,0,ferguson,500368969854103552
1,5,6,3,-0.0961,0,ferguson,500292129802186752
3,15,18,7,0.5217,0,ferguson,500183912384319489
1,1,2,1,0.0,0,ferguson,499361017038905344
3,17,20,19,-0.159,0,ferguson,499649754822103040
1,11,12,6,0.3997,0,ferguson,499412661176926209
2,10,13,10,0.2799,0,ferguson,498283233982025728
5,34,41,25,0.5789,0,ferguson,500360558806568960
5,14,23,18,0.5622,0,ferguson,499696550541795328
4,31,55,3,0.5398,0,ferguson,499385227362328576
5,8,15,9,0.4769,0,ferguson,499409692834021376
1,2,3,3,-0.6415,0,ferguson,499691593985957888
0,0,1,1,0.0,0,ferguson,500280176924557314
1,4,5,1,0.0152,0,ferguson,499388398529175552
1,9,10,6,0.2218,0,ferguson,498483031842500608
2,23,25,7,0.5949,0,ferguson,499478126570004480
8,30,68,35,0.73,0,ferguson,500347379938492416
3,29,46,1,0.5063,0,ferguson,499643185581142016
0,0,1,1,0.0,0,ferguson,500421515678978049
5,13,19,7,0.5606,0,ferguson,500334308867858432
0,0,1,1,0.0,0,ferguson,499471162058231808
8,7,15,2,0.2776,0,ferguson,499581469027618816
0,0,1,1,0.0,0,ferguson,500286170035523585
11,15,44,17,0.4877,0,ferguson,499700838127120386
10,18,52,34,0.7389,0,ferguson,499517463457849345
2,13,15,7,0.3499,0,ferguson,500386978467414016
3,8,15,11,0.2356,0,ferguson,500365332351971328
2,17,19,19,0.0185,0,ferguson,500320286341099523
3,8,11,9,0.1775,0,ferguson,499432169836531712
5,8,14,1,0.2612,0,ferguson,499531968229683200
3,9,13,12,0.4632,0,ferguson,499695074855624704
3,13,23,2,0.2755,0,ferguson,498560433021026304
2,16,19,19,0.068,0,ferguson,499387993879511041
11,15,52,5,0.3869,0,ferguson,498292317296812032
6,8,19,3,0.0155,0,ferguson,499571347375136768
8,16,39,6,0.4699,0,ferguson,500306548841660416
2,12,14,6,0.3154,0,ferguson,500430445830365184
2,3,6,5,0.1275,0,ferguson,499383196451368960
6,15,32,24,0.5085,0,ferguson,499692788993511424
1,2,3,2,-0.0037,0,ferguson,500405877460193280
3,12,19,10,0.3755,0,ferguson,499467982943186944
18,15,77,7,0.7111,0,ferguson,499698311306043392
4,7,17,8,0.2236,0,ferguson,499514668814467072
1,9,10,8,0.1999,0,ferguson,499703033174179840
6,17,27,17,0.6239,0,ferguson,499705810076053504
1,9,10,9,0.458,0,ferguson,500313811195158528
2,12,16,9,0.4044,0,ferguson,500231484725161984
6,35,51,4,0.401,0,ferguson,500286460210462720
5,10,19,4,0.3924,0,ferguson,500368724579192832
0,0,1,1,0.0,0,ferguson,500359673334493185
6,12,20,2,0.5359,0,ferguson,499569344184340480
2,5,7,7,0.1358,0,ferguson,499700213792387073
2,23,25,5,0.505,0,ferguson,499673760484433921
4,16,30,2,0.3268,0,ferguson,498527404386578432
1,11,12,12,0.2048,0,ferguson,500320616428601344
12,19,32,14,0.6361,0,ferguson,500288693031419904
1,5,6,5,0.2457,0,ferguson,500073002101665792
3,46,52,38,0.7126,0,ferguson,499691702660374528
0,0,1,1,0.0,0,ferguson,500315907567001600
3,3,8,6,0.3921,0,ferguson,498286281894682624
2,16,19,10,0.4024,0,ferguson,500379259698176000
3,10,20,7,0.3673,0,ferguson,499455799723184130
5,19,32,3,0.3386,0,ferguson,499439571520991232
0,0,1,1,0.0,0,ferguson,499361252691681281
1,18,19,6,0.2829,0,ferguson,499638207987089408
3,8,12,1,0.2943,0,ferguson,498302874531553280
7,9,19,15,0.1289,0,ferguson,499698825020592129
2,5,7,2,0.1964,0,ferguson,499651830951841794
4,11,16,3,0.4702,0,ferguson,499695028407922689
1,14,15,8,0.5434,0,ferguson,499347831954870274
0,0,1,1,0.0,0,ferguson,500250188221779968
12,13,112,26,0.8062,0,ferguson,498264107460870144
8,12,49,19,0.5997,0,ferguson,499595283504701440
12,20,47,10,0.5147,0,ferguson,499364522038394880
1,4,5,1,-0.2609,0,ferguson,499405013261635584
1,17,18,18,0.1116,0,ferguson,499700861900435456
1,9,10,6,0.468,0,ferguson,499660768908832771
5,11,22,19,0.5195,0,ferguson,500325111497777152
2,12,15,8,0.5513,0,ferguson,499706350759206912
7,18,34,25,0.6049,0,ferguson,500327581514993665
1,14,15,8,0.2212,0,ferguson,499463629251837952
1,6,7,6,0.2915,0,ferguson,500314823117115393
2,5,7,5,0.1649,0,ferguson,500277311652913152
0,0,1,1,0.0,0,ferguson,500413012822745090
1,2,3,1,-0.2725,0,ferguson,499690351875981313
4,12,19,2,0.3921,0,ferguson,499658267493019651
3,15,19,13,0.1748,0,ferguson,500419556629041152
4,8,15,9,0.3457,0,ferguson,499703369108553730
9,23,38,2,0.3021,0,ferguson,498310006169538561
8,11,28,3,0.5266,0,ferguson,498477676219600896
1,16,17,17,-0.1747,0,ferguson,499706791396392960
11,8,33,3,0.4425,0,ferguson,499386726414954496
0,0,1,1,0.0,0,ferguson,500416861016580096
22,16,178,98,0.8527,0,ferguson,499696948296028160
7,34,85,3,0.4524,0,ferguson,499346625760751616
3,33,37,16,0.6067,0,ferguson,500378874656854016
1,7,8,3,0.3311,0,ferguson,500180740127342592
1,4,5,1,-0.3119,0,ferguson,499564237552115712
0,0,1,1,0.0,0,ferguson,498488195047096320
3,11,14,9,0.2161,0,ferguson,500277382461530112
2,9,12,6,0.1346,0,ferguson,500347484154372097
1,10,11,6,0.473,0,ferguson,500411513727750148
1,3,4,2,-0.0454,0,ferguson,500254671337193474
1,5,6,6,-0.2387,0,ferguson,498301635756838912
3,16,20,17,0.6005,0,ferguson,498313143530303488
2,12,14,7,0.2519,0,ferguson,499426471300329472
2,6,8,8,0.2453,0,ferguson,498497371899449344
1,3,4,2,-0.0493,0,ferguson,498255721260400640
6,13,26,16,0.1978,0,ferguson,500283013541163008
1,5,6,2,0.2783,0,ferguson,500307863894786048
1,7,8,1,0.1408,0,ferguson,499679986727411715
2,6,9,4,0.0527,0,ferguson,499654272342953984
3,13,19,3,0.1997,0,ferguson,498267673789472768
1,4,5,1,0.2342,0,ferguson,500247508195749888
0,0,1,1,0.0,0,ferguson,500409565473943553
2,14,16,7,0.5708,0,ferguson,500189389855916032
9,20,47,15,0.68,0,ferguson,500293830827331584
2,15,18,18,-0.1503,0,ferguson,499648712596271107
1,10,11,1,0.368,0,ferguson,498316475317239809
4,12,19,6,0.3356,0,ferguson,498323364197699584
1,6,7,6,0.2071,0,ferguson,500292684192686080
2,4,6,3,-0.0156,0,ferguson,499472596853743618
11,26,50,19,0.5206,0,ferguson,499620682502635520
2,24,26,19,0.4834,0,ferguson,500399181627162624
7,22,59,1,0.517,0,ferguson,500234112054341632
0,0,1,1,0.0,0,ferguson,498286202077085696
1,2,3,1,-0.5601,0,ferguson,498489451954573312
2,18,21,5,0.4533,0,ferguson,500071770192216065
9,8,29,8,0.5803,0,ferguson,499704416937975809
5,10,18,7,0.4052,0,ferguson,500072334578159616
0,0,1,1,0.0,0,ferguson,499366152049803264
2,17,19,19,-0.1132,0,ferguson,499703794805276672
20,10,80,2,0.4222,0,ferguson,499592320900431872
1,4,5,1,-0.1915,0,ferguson,498473515302260736
6,22,42,1,0.7028,0,ferguson,499687644045918210
1,14,15,3,0.4452,0,ferguson,498510381774819330
1,18,19,17,0.4527,0,ferguson,498296205777326080
1,2,3,2,-0.0826,0,ferguson,498253149707464704
3,27,37,3,0.2849,0,ferguson,499688532391526400
8,144,239,146,0.7155,0,ferguson,499695918547861504
5,8,18,12,-0.0915,0,ferguson,499706059691663360
19,21,50,14,0.6895,0,ferguson,499386181310619649
5,9,16,13,0.5264,0,ferguson,499403422278619136
1,4,5,1,-0.4294,0,ferguson,498321666267561985
4,24,39,39,0.4,0,ferguson,499694783691239424
4,5,9,5,0.0464,0,ferguson,499665889198088192
0,0,1,1,0.0,0,ferguson,498269636551798784
3,15,18,11,0.1697,0,ferguson,500296369224310784
3,3,7,1,0.2412,0,ferguson,499397048878501888
3,25,38,1,0.2712,0,ferguson,500295570393542657
1,7,8,7,-0.2689,0,ferguson,500277301607542785
5,9,17,8,0.3388,0,ferguson,499375535458643968
1,6,7,4,0.0223,0,ferguson,499445575956578304
1,1,2,1,0.0,0,ferguson,499647397278937088
2,9,12,3,0.2283,0,ferguson,500255282757632000
1,3,4,1,0.0694,0,ferguson,498483485133516800
0,0,1,1,0.0,0,ferguson,499690032601772032
3,14,19,16,0.2753,0,ferguson,499698817567293440
0,0,1,1,0.0,0,ferguson,499702088512049152
0,0,1,1,0.0,0,ferguson,500368204376850432
2,8,11,4,0.3033,0,ferguson,500413489882484736
3,5,8,3,0.1812,0,ferguson,498602798687469568
2,13,17,11,0.0352,0,ferguson,499619724222038016
9,26,127,31,0.6708,0,ferguson,500297243371798528
4,8,14,4,0.46,0,ferguson,500420906670256128
0,0,1,1,0.0,0,ferguson,500310319844298752
6,27,42,5,0.6683,0,ferguson,500402449501286400
0,0,1,1,0.0,0,ferguson,498487999848800256
4,12,18,8,0.0372,0,ferguson,498287947301814274
0,0,1,1,0.0,0,ferguson,500070716650565632
4,4,9,2,0.3747,0,ferguson,499345023721537536
0,0,1,1,0.0,0,ferguson,499701576395919360
2,15,17,9,0.578,0,ferguson,499665704300191745
3,11,17,17,-0.0536,0,ferguson,500316260081889282
1,3,4,1,-0.4614,0,ferguson,500186504279625728
4,10,16,5,0.4945,0,ferguson,498291267756130305
2,3,5,1,0.0858,0,ferguson,500282606316158976
2,5,8,3,0.3242,0,ferguson,498294815579467777
24,25,220,26,0.387,0,ferguson,498512590260023296
4,24,46,17,0.5403,0,ferguson,500382853147164672
2,15,19,3,0.1477,0,ferguson,499655603405725696
3,7,10,6,-0.1325,0,ferguson,499362348940144640
2,16,19,18,0.5953,0,ferguson,498276304635322368
6,19,36,8,0.6326,0,ferguson,499410965075886080
0,0,1,1,0.0,0,ferguson,498265555833720832
2,17,20,15,0.0116,0,ferguson,500368901365317633
4,9,16,6,0.5421,0,ferguson,499698357397237762
0,0,1,1,0.0,0,ferguson,500250935885852673
1,15,16,12,0.5286,0,ferguson,499704667195322368
6,20,30,8,0.4223,0,ferguson,500366171716067328
1,4,5,4,0.2467,0,ferguson,500363097698086912
10,12,24,13,0.4583,0,ferguson,499657337985323009
2,4,6,4,0.1181,0,ferguson,498486539585069056
1,4,5,3,0.1948,0,ferguson,498308585227431936
0,0,1,1,0.0,0,ferguson,499703156889362432
20,30,177,59,0.8392,0,ferguson,500328049058279424
1,4,5,3,0.1605,0,ferguson,498356729634390016
1,18,19,15,0.3943,0,ferguson,500301870145880064
1,4,5,4,-0.0427,0,ferguson,500270284117925888
13,6,39,4,0.6716,0,ferguson,499605248747786240
0,0,1,1,0.0,0,ferguson,499652797030088704
3,9,12,7,0.3278,0,ferguson,498609222020780033
2,7,9,5,0.1611,0,ferguson,500315532382707712
2,16,19,6,0.4242,0,ferguson,500402908740210688
4,5,11,4,0.2425,0,ferguson,500328451929559041
2,5,7,5,-0.3698,0,ferguson,500072098178813954
3,25,32,8,0.3883,0,ferguson,499590048313262080
0,0,1,1,0.0,0,ferguson,499674902060744704
1,7,8,2,0.4117,0,ferguson,498251940997136384
3,15,18,3,0.4811,0,ferguson,499542449753051136
2,8,10,5,0.313,0,ferguson,498452658605535232
12,7,39,33,0.1392,0,ferguson,499554114024771584
2,14,20,1,0.1466,0,ferguson,498283586425200640
1,9,10,9,0.2122,0,ferguson,499345010190348288
2,6,9,2,0.0912,0,ferguson,498253652755111937
1,2,3,3,-0.0262,0,ferguson,498602787614511104
2,16,19,11,0.2346,0,ferguson,498318192000118784
4,7,13,2,0.2012,0,ferguson,498463733447163905
3,6,11,4,0.0613,0,ferguson,499601812005998592
0,0,1,1,0.0,0,ferguson,498305851828879368
1,7,8,7,0.4084,0,ferguson,499697729225105408
1,15,16,8,0.3614,0,ferguson,499695460358311936
3,9,15,2,0.3361,0,ferguson,499626055251271682
1,1,2,1,0.0,0,ferguson,500176354185187328
2,16,18,18,0.1245,0,ferguson,500391462073532416
9,22,42,20,0.6066,0,ferguson,500285962342367232
2,17,19,16,0.3014,0,ferguson,499358869492367360
1,5,6,2,-0.0031,0,ferguson,498294775649665024
2,13,17,5,0.0586,0,ferguson,498355319979143168
1,10,11,7,0.456,0,ferguson,500386524416856064
2,8,10,4,0.4462,0,ferguson,498259432237969408
20,21,292,25,0.8238,0,ferguson,498433651835940865
2,13,15,10,0.2892,0,ferguson,498492636630896640
7,7,19,13,0.1618,0,ferguson,500277421506306048
0,0,1,1,0.0,0,ferguson,498286918011224065
1,5,6,6,0.1176,0,ferguson,498507434693246977
1,4,5,3,0.1736,0,ferguson,499667557247614977
2,5,7,1,0.2699,0,ferguson,499357289363431425
1,2,3,3,-0.739,0,ferguson,499361679197884416
9,7,26,4,0.2833,0,ferguson,499620598994444288
2,17,19,13,0.0782,0,ferguson,498274692873351170
3,5,8,5,0.1155,0,ferguson,499705915227271168
1,14,15,10,0.4904,0,ferguson,498575704582148096
0,0,1,1,0.0,0,ferguson,499412821671968769
2,17,19,19,-0.0877,0,ferguson,499349294034743297
1,3,4,2,-0.0905,0,ferguson,498452664527511553
1,14,15,7,0.4595,0,ferguson,500328583194509315
2,5,8,4,0.1049,0,ferguson,499598945417703424
7,18,40,9,0.5221,0,ferguson,499659628645720064
2,14,17,11,0.3159,0,ferguson,500276114011742208
5,17,27,6,0.4422,0,ferguson,498248415223246848
2,6,8,5,0.2372,0,ferguson,499553426133753857
6,9,23,6,0.5191,0,ferguson,500377192841609217
2,14,20,6,0.1932,0,ferguson,500162426998755330
0,0,1,1,0.0,0,ferguson,498297336968515584
33,13,105,13,0.707,0,ferguson,500308546815131648
1,10,11,4,0.1421,0,ferguson,499621957747224576
1,15,16,16,0.08,0,ferguson,500318003024494596
2,17,19,19,-0.2796,0,ferguson,500165620835840000
1,2,3,2,-0.0399,0,ferguson,500380282097520640
1,4,5,1,0.1114,0,ferguson,500326873407455233
7,23,49,5,0.6155,0,ferguson,500408829696544768
9,8,24,18,0.3747,0,ferguson,499705041238765568
4,7,13,3,0.3913,0,ferguson,498504673339666432
3,11,14,8,0.4033,0,ferguson,500221671245377537
3,2,5,1,0.0923,0,ferguson,498586725502173184
1,18,19,7,0.2063,0,ferguson,500363141034020865
1,3,4,1,0.0636,0,ferguson,499579650926858240
4,14,18,18,-0.1651,0,ferguson,499705963126202368
2,6,9,2,0.3348,0,ferguson,500163501961142275
2,12,14,6,0.1156,0,ferguson,499402006146977792
2,8,10,7,0.1479,0,ferguson,500285282650832896
0,0,1,1,0.0,0,ferguson,499583349267382273
1,2,3,3,-0.349,0,ferguson,499636076852420608
5,29,44,19,0.5831,0,ferguson,498285405142540289
2,2,4,3,0.1141,0,ferguson,498277197581664256
2,17,19,5,-0.0046,0,ferguson,499532858399412224
1,7,8,4,0.3904,0,ferguson,498500813845966848
0,0,1,1,0.0,0,ferguson,500364914796802048
2,31,34,19,0.3775,0,ferguson,498276771226451968
0,0,1,1,0.0,0,ferguson,500404509592387585
2,6,8,5,0.2756,0,ferguson,500364003734867970
1,1,2,1,0.0,0,ferguson,499405449951584256
3,12,15,13,0.2593,0,ferguson,499705042178691072
5,27,32,6,0.4288,0,ferguson,499683602452717569
5,5,13,3,0.4332,0,ferguson,500411055315910656
2,17,20,1,0.519,0,ferguson,498603999252467713
5,45,62,10,0.2486,0,ferguson,499651344622694400
6,36,72,10,0.543,0,ferguson,500355259341242370
3,3,6,2,-0.136,0,ferguson,499553513471741954
10,16,49,24,0.6511,0,ferguson,499692589143298049
0,0,1,1,0.0,0,ferguson,499364508641808384
0,0,1,1,0.0,0,ferguson,499363323335680000
3,13,18,1,0.1625,0,ferguson,498494758814109696
0,0,1,1,0.0,0,ferguson,499598115888848896
1,7,8,6,0.1749,0,ferguson,500360632093646848
1,8,9,9,-0.0669,0,ferguson,499696137708658688
1,1,2,1,0.0,0,ferguson,499584511710351361
4,6,15,10,0.0494,0,ferguson,499703127193305088
2,8,11,9,0.4932,0,ferguson,500307273659318272
1,3,4,2,-0.128,0,ferguson,500277477986828288
0,0,1,1,0.0,0,ferguson,500353227951718401
3,15,19,16,0.1763,0,ferguson,500316380063748096
1,1,2,2,0.0,0,ferguson,498530904139378688
0,0,1,1,0.0,0,ferguson,500386619564650496
2,16,18,16,0.1519,0,ferguson,500402804910206976
12,13,47,17,0.4217,0,ferguson,500318980007948288
13,11,66,40,0.6837,0,ferguson,500306837103968257
4,4,8,8,-0.0132,0,ferguson,498274934553317376
1,6,7,6,0.2724,0,ferguson,500319233558192128
1,7,8,2,0.0311,0,ferguson,499465611647275008
0,0,1,1,0.0,0,ferguson,499362994862960640
1,9,10,2,0.0123,0,ferguson,500405384503238656
0,0,1,1,0.0,0,ferguson,498457205801488385
2,14,16,9,0.2154,0,ferguson,500358258654470146
3,31,38,13,0.4566,0,ferguson,498482619232055296
2,14,20,20,-0.1456,0,ferguson,499427218171248641
2,5,7,3,0.3737,0,ferguson,498274493337702401
7,16,28,8,0.1958,0,ferguson,499657337548701696
3,10,14,9,0.301,0,ferguson,498256407980826625
3,6,10,4,0.3972,0,ferguson,499657584836874240
1,7,8,6,0.3817,0,ferguson,499697848737210369
1,8,9,5,0.2246,0,ferguson,499669445548449793
3,4,9,9,0.118,0,ferguson,500277854341697536
2,17,20,7,0.5125,0,ferguson,499484255869612034
14,32,161,83,0.4067,0,ferguson,500349179848560640
5,10,19,13,0.4171,0,ferguson,499376069485821952
1,3,4,2,-0.1666,0,ferguson,499444395800682497
3,26,31,17,0.2835,0,ferguson,499588291335692288
4,15,23,21,0.6188,0,ferguson,499693137670205440
7,21,33,17,0.0187,0,ferguson,500393439482368000
8,12,21,13,0.2496,0,ferguson,499699779426066432
0,0,1,1,0.0,0,ferguson,499401478235099137
1,6,7,3,-0.2141,0,ferguson,500353815132897280
1,1,2,1,0.0,0,ferguson,500293511632388097
3,12,17,11,0.3741,0,ferguson,499699366660423680
5,13,20,17,0.2367,0,ferguson,498284334806495233
8,9,28,1,0.4424,0,ferguson,498255816034893824
9,40,66,3,0.7316,0,ferguson,499673142114013186
1,4,5,4,0.1125,0,ferguson,499650640314777601
6,12,18,6,0.2188,0,ferguson,500263561298710528
0,0,1,1,0.0,0,ferguson,499693808515182592
1,11,12,3,0.3186,0,ferguson,499590929611640832
5,28,36,2,0.5817,0,ferguson,499576743967993856
1,5,6,2,-0.1363,0,ferguson,500072155166814209
2,16,18,17,0.2262,0,ferguson,500357314722156544
1,9,10,7,0.2409,0,ferguson,500286865963245568
2,9,13,9,0.2466,0,ferguson,499360134779637761
4,8,18,10,0.2059,0,ferguson,499574200596983808
2,5,7,5,0.37,0,ferguson,499701423135678464
2,4,6,2,0.2293,0,ferguson,498292732159619072
2,16,20,19,0.4646,0,ferguson,499689438092726273
1,2,3,3,-0.1533,0,ferguson,498277231253127168
2,2,4,3,0.1344,0,ferguson,499698366402789376
4,8,13,11,0.4483,0,ferguson,499662393627410432
1,2,3,2,-0.0283,0,ferguson,500251503903662082
9,4,20,4,0.4158,0,ferguson,499519439206092800
0,0,1,1,0.0,0,ferguson,500072137374171136
2,17,19,3,0.5188,0,ferguson,500362377062547457
3,6,10,7,0.047,0,ferguson,498281812821803008
4,7,14,1,0.1669,0,ferguson,499700824432717824
1,16,17,10,0.077,0,ferguson,500176071476936704
4,14,20,7,0.4833,0,ferguson,500299227969646592
1,9,10,5,0.2356,0,ferguson,499527157023277056
0,0,1,1,0.0,0,ferguson,500225210667122690
2,15,18,18,0.203,0,ferguson,500317687239966722
0,0,1,1,0.0,0,ferguson,499490314718310400
0,0,1,1,0.0,0,ferguson,499540195734065152
3,8,13,5,0.4568,0,ferguson,500231335668383744
3,12,16,12,0.4615,0,ferguson,498272080564334592
4,18,25,10,0.621,0,ferguson,498474035668586497
0,0,1,1,0.0,0,ferguson,500362044324208640
1,4,5,4,-0.1916,0,ferguson,498250100079341568
7,2,12,4,0.0696,0,ferguson,499365436816105473
1,10,11,6,0.049,0,ferguson,499355083734519808
3,13,17,17,-0.104,0,ferguson,499649872534831104
9,33,47,6,0.5359,0,ferguson,498529979672842241
6,8,16,7,0.4984,0,ferguson,500394005419409408
1,7,8,5,0.1742,0,ferguson,499687274326786049
2,17,19,17,0.0375,0,ferguson,500385585807499266
1,7,8,6,0.2482,0,ferguson,499705599454883840
3,14,27,2,0.3966,0,ferguson,500331472277225472
1,8,9,3,0.0702,0,ferguson,498271954185379840
4,9,16,1,0.516,0,ferguson,498474263255330818
1,1,2,1,0.0,0,ferguson,500252508884070400
0,0,1,1,0.0,0,ferguson,499349252938956800
2,6,9,8,0.3108,0,ferguson,499410901033054208
1,9,10,3,0.2242,0,ferguson,500240534481666049
3,4,8,1,0.2293,0,ferguson,498277678706077696
30,9,138,12,0.4689,0,ferguson,500302383747194880
4,12,18,6,0.0475,0,ferguson,499610913112989696
4,15,28,24,0.5159,0,ferguson,500362679039840257
3,10,16,12,0.4651,0,ferguson,498303769915191297
1,10,11,5,0.2077,0,ferguson,500384777514799104
0,0,1,1,0.0,0,ferguson,500308900957405185
2,3,5,4,-0.1129,0,ferguson,499705746377150464
2,14,16,5,0.3633,0,ferguson,498259903962570752
3,14,19,18,0.0967,0,ferguson,499607500187250689
1,16,17,7,0.4127,0,ferguson,500363602943942657
1,3,4,1,0.1467,0,ferguson,498524570593140736
3,4,10,1,0.4666,0,ferguson,499704336935821314
9,11,34,13,0.5784,0,ferguson,498466570675716096
2,13,17,4,0.216,0,ferguson,499606278910398464
1,5,6,4,0.2749,0,ferguson,498294248488574976
1,3,4,4,-0.7934,0,ferguson,498293625420148736
1,5,6,5,0.2596,0,ferguson,499387985096237056
2,11,15,12,0.4313,0,ferguson,499612195756728320
1,4,5,3,-0.4907,0,ferguson,500272399867068416
2,16,18,18,-0.1224,0,ferguson,499693411503726592
2,13,15,9,0.3184,0,ferguson,500281037486698498
3,5,9,2,-0.004,0,ferguson,500073277273165824
1,2,3,3,-0.302,0,ferguson,499444325646757888
0,0,1,1,0.0,0,ferguson,499704658139435008
1,13,14,8,0.1106,0,ferguson,498476761538371584
0,0,1,1,0.0,0,ferguson,499478732315566080
4,10,14,4,0.4146,0,ferguson,499691556652449792
0,0,1,1,0.0,0,ferguson,498600617645199361
0,0,1,1,0.0,0,ferguson,499412007573942272
0,0,1,1,0.0,0,ferguson,500395231305826306
2,11,13,2,0.3041,0,ferguson,499554248292458499
5,16,33,8,0.321,0,ferguson,500249630664560640
0,0,1,1,0.0,0,ferguson,500279951275606017
1,7,8,6,0.3766,0,ferguson,499692099005325312
2,8,11,6,-0.0539,0,ferguson,500236187395571713
12,14,46,12,0.6924,0,ferguson,500382437655207936
1,9,10,7,0.2005,0,ferguson,500318966422589440
20,29,103,13,0.7377,0,ferguson,499682060793937921
0,0,1,1,0.0,0,ferguson,499699270883110913
4,11,19,16,0.1741,0,ferguson,498277674692149248
0,0,1,1,0.0,0,ferguson,498271531386953728
2,8,10,3,-0.12,0,ferguson,498300897051807744
12,20,80,33,0.5135,0,ferguson,499697498072420352
1,2,3,3,-0.2377,0,ferguson,500279571988877312
3,13,20,11,0.5364,0,ferguson,499667482354143232
3,6,12,11,0.2352,0,ferguson,500171743466901505
1,2,3,1,-0.9465,0,ferguson,499381917490237440
10,10,34,14,0.4949,0,ferguson,500318336719134720
5,7,19,6,0.4106,0,ferguson,499652628825899009
2,4,6,3,-0.0647,0,ferguson,499361965035491329
6,38,63,20,0.5804,0,ferguson,499432557906104320
8,12,24,8,0.543,0,ferguson,499446567229603841
2,17,19,19,0.0825,0,ferguson,500360308289187840
1,8,9,3,0.0327,0,ferguson,498280730070622209
1,20,21,9,-0.0225,0,ferguson,499690869784846336
2,16,18,18,-0.021,0,ferguson,500399997113098240
0,0,1,1,0.0,0,ferguson,499685593857531906
1,9,10,1,0.4543,0,ferguson,499397804620386304
11,16,61,20,0.5758,0,ferguson,499585144416514048
0,0,1,1,0.0,0,ferguson,500361647144574976
1,18,19,6,-0.0222,0,ferguson,498262106937237504
1,3,4,2,-0.2476,0,ferguson,499362949166030848
5,23,34,5,0.6494,0,ferguson,499692915954704384
8,2,19,5,0.4508,0,ferguson,500302577557573632
0,0,1,1,0.0,0,ferguson,499702153909256193
3,13,20,18,0.0378,0,ferguson,500322373359661056
2,6,8,4,0.2516,0,ferguson,500224586064343040
7,36,59,5,0.3623,0,ferguson,500420356621213696
0,0,1,1,0.0,0,ferguson,498541831052083201
0,0,1,1,0.0,0,ferguson,499705545583263744
